year,quarter,t,country,iso3,GDPnomunsa,GDPnomsa,GDPrealunsa,GDPrealsa,empl,empl_source,empl_q,empl_interp,empl_annual,realGDP_empl
2009,1,2009q1,Japan,JPN,121202304,123061696,120833600,120510752,62281.894,observed quarterly,62281.894,62549.27123537802,62266.663,1.9349244
2009,2,2009q2,Japan,JPN,122762096,124472096,119604096,122891296,62590.2,observed quarterly,62590.2,62308.05202452299,62266.663,1.9634271
2009,3,2009q3,Japan,JPN,120878496,123401824,122185000,122861872,62245.891,observed quarterly,62245.891,62146.0533945725,62266.663,1.973815
2009,4,2009q4,Japan,JPN,130095504,124116128,127992400,124357248,61948.669,observed quarterly,61948.669,62063.27534552652,62266.663,2.0074241
2010,1,2010q1,Japan,JPN,123628096,125376152,126094096,125645696,61472.626,observed quarterly,61472.626,62187.04297515722,61935.129,2.0439291
2010,2,2010q2,Japan,JPN,124557000,126247072,123771696,127186048,62170.814,observed quarterly,62170.814,62103.98907404382,61935.129,2.0457518
2010,3,2010q3,Japan,JPN,125404096,127732152,129016096,129495472,62151.704,observed quarterly,62151.704,61893.6020494433,61935.129,2.0835385
2010,4,2010q4,Japan,JPN,131941400,126323448,131838096,128415176,61945.371,observed quarterly,61945.371,61555.88190135565,61935.129,2.0730391
2011,1,2011q1,Japan,JPN,122971296,124662752,127438704,127062000,60514.207,observed quarterly,60514.207,60724.49971288966,60587.02,2.0997052
2011,2,2011q2,Japan,JPN,121146600,122682248,122702000,125987504,59593.872,observed quarterly,59593.872,60389.50293336791,60587.02,2.1141016
2011,3,2011q3,Japan,JPN,122980600,125267624,128611800,129034800,60393.989,observed quarterly,60393.989,60419.52161023912,60587.02,2.1365504
2011,4,2011q4,Japan,JPN,130350496,125061872,132089104,128838248,61846.01,observed quarterly,61846.01,60814.5557435033,60587.02,2.0832102
2012,1,2012q1,Japan,JPN,125568600,126854728,131283800,130680496,61744.396,observed quarterly,61744.396,61730.24494390655,62176.734,2.1164753
2012,2,2012q2,Japan,JPN,123447696,125055528,126139504,129461800,62376.377,observed quarterly,62376.377,62128.63927813908,62176.734,2.0754941
2012,3,2012q3,Japan,JPN,122013904,124393624,128442304,128956728,62239.577,observed quarterly,62239.577,62375.93116711627,62176.734,2.0719409
2012,4,2012q4,Japan,JPN,129444400,124308072,131998800,128851600,62346.588,observed quarterly,62346.588,62472.12061083809,62176.734,2.0666986
2013,1,2013q1,Japan,JPN,124514600,125729024,131338800,130668872,61810.888,observed quarterly,61810.888,62409.88028313936,62560.559,2.1140106
2013,2,2013q2,Japan,JPN,125245800,126896848,128463504,131833128,62634.958,observed quarterly,62634.958,62505.82616471977,62560.559,2.1047852
2013,3,2013q3,Japan,JPN,125609200,128222800,132360304,133095104,62756.088,observed quarterly,62756.088,62608.5319407902,62560.559,2.1208317
2013,4,2013q4,Japan,JPN,133331000,128118048,136085504,132913128,63040.303,observed quarterly,63040.303,62717.99761135068,62560.559,2.1083834
2014,1,2014q1,Japan,JPN,128491504,129144824,135163008,134035000,62269.903,observed quarterly,62269.903,62863.61326548993,62998.469,2.1524844
2014,2,2014q2,Japan,JPN,127789104,129492224,128341904,131596248,63088.505,observed quarterly,63088.505,62973.14192096158,62998.469,2.0858989
2014,3,2014q3,Japan,JPN,126779696,129567904,130927000,131723672,63307.462,observed quarterly,63307.462,63053.23332773581,62998.469,2.0806973
2014,4,2014q4,Japan,JPN,135750800,130518600,135380800,132292376,63328.007,observed quarterly,63328.007,63103.88748581265,62998.469,2.0890026
2015,1,2015q1,Japan,JPN,133103296,133671976,135545504,134384496,62595.106,observed quarterly,62595.106,63055.94009124589,63200.991,2.1468849
2015,2,2015q2,Japan,JPN,132899800,134569328,131367000,134554752,63356.379,observed quarterly,63356.379,63106.51516429568,63200.991,2.123776
2015,3,2015q3,Japan,JPN,131976096,134970944,133748400,134712672,63532.01,observed quarterly,63532.01,63226.2785365249,63200.991,2.1203904
2015,4,2015q4,Japan,JPN,140053200,134819456,137420304,134446272,63320.47,observed quarterly,63320.47,63415.23020793356,63200.991,2.1232672
2016,1,2016q1,Japan,JPN,135811808,136305456,136877792,135494256,63089.886,observed quarterly,63089.886,63661.34164105469,63957.626,2.1476383
2016,2,2016q2,Japan,JPN,134271008,135878656,131994896,135252400,64039.232,observed quarterly,64039.232,63850.46311941934,63957.626,2.1120241
2016,3,2016q3,Japan,JPN,132639504,135883744,134430304,135547920,64437.482,observed quarterly,64437.482,64052.18673918232,63957.626,2.1035571
2016,4,2016q4,Japan,JPN,141642304,136125680,138834496,135719024,64263.904,observed quarterly,64263.904,64266.51250034363,63957.626,2.1119013
2017,1,2017q1,Japan,JPN,136277104,136898032,138219392,136801504,64022.365,observed quarterly,64022.365,64436.70665241424,64815.098,2.1367767
2017,2,2017q2,Japan,JPN,136012704,137701200,133903696,137326144,64988.816,observed quarterly,64988.816,64650.88572595541,64815.098,2.1130736
2017,3,2017q3,Japan,JPN,135786896,139253680,137179600,138486080,65195.15,observed quarterly,65195.15,64922.18753677058,64815.098,2.1241777
2017,4,2017q4,Japan,JPN,144996304,139193024,141917296,138609472,65054.059,observed quarterly,65054.059,65250.61208485976,64815.098,2.1306813
2018,1,2018q1,Japan,JPN,138916496,139570848,140172992,138729792,65301.106,observed quarterly,65301.106,65720.78712923003,66129.955,2.1244631
2018,2,2018q2,Japan,JPN,137967600,139792448,135690400,139235376,66359.086,observed quarterly,66359.086,66049.92157403426,66129.955,2.0982113
2018,3,2018q3,Japan,JPN,135294800,138810432,137132992,138494352,66177.076,observed quarterly,66177.076,66294.52222240213,66129.955,2.0927844
2018,4,2018q4,Japan,JPN,144451200,138377600,141770208,138233728,66682.552,observed quarterly,66682.552,66454.58907433359,66129.955,2.0730119
2019,1,2019q1,Japan,JPN,138856896,139650224,139938496,138586368,66090.908,observed quarterly,66090.908,66664.27275838067,66769.405,2.0969052
2019,2,2019q2,Japan,JPN,138494208,140274896,135667808,139133152,66851.977,observed quarterly,66851.977,66824.45883347721,66769.405,2.0812123
2019,3,2019q3,Japan,JPN,136800096,140351008,137939600,139353168,67033.41899999999,observed quarterly,67033.41899999999,66849.49803754827,66769.405,2.078861
2019,4,2019q4,Japan,JPN,143759696,137555104,138989504,135421472,67101.318,observed quarterly,67101.318,66739.39037059384,66769.405,2.0181642
2020,1,2020q1,Japan,JPN,137753504,138566720,137528096,136167008,66644.702,observed quarterly,66644.702,66447.59818274593,66329.864,2.0431783
2020,2,2020q2,Japan,JPN,126921296,128486528,122503400,125697696,65929.249,observed quarterly,65929.249,66337.79075703537,66329.864,1.9065543
2020,3,2020q3,Japan,JPN,131481296,135077648,131077800,132510800,66289.00199999999,observed quarterly,66289.00199999999,66274.96028714473,66329.864,1.9989862
2020,4,2020q4,Japan,JPN,143492704,137273056,138395200,134864048,66456.501,observed quarterly,66456.501,66259.10677307397,66329.864,2.0293581
2021,1,2021q1,Japan,JPN,136930400,137755328,136713504,135352448,66001.42999999999,observed quarterly,66001.42999999999,66208.95911510673,66266.405,2.0507503
2021,2,2021q2,Japan,JPN,136471600,138433696,132341800,135987472,66330.341,observed quarterly,66330.341,66193.11380840302,66266.405,2.0501549
2021,3,2021q3,Japan,JPN,134322592,137868704,134126096,135455104,66400.30100000001,observed quarterly,66400.30100000001,66258.48234664815,66266.405,2.0399773
2021,4,2021q4,Japan,JPN,145426208,139284128,140657408,137162672,66333.54700000001,observed quarterly,66333.54700000001,66405.0647298421,66266.405,2.0677724
2022,1,2022q1,Japan,JPN,138613792,139274272,137748800,136492704,66326.421,observed quarterly,66326.421,66670.64887177054,66853.454,2.0578935
2022,2,2022q2,Japan,JPN,138408704,140314624,134597600,138011520,67078.32799999999,observed quarterly,67078.32799999999,66817.49336059457,66853.454,2.0574682
2022,3,2022q3,Japan,JPN,136213200,139778896,136300992,137557872,67076.37699999999,observed quarterly,67076.37699999999,66926.87624441201,66853.454,2.0507648
2022,4,2022q4,Japan,JPN,148515600,142500192,141489904,138108128,66932.69100000001,observed quarterly,66932.69100000001,66998.79752322288,66853.454,2.0633883
2023,1,2023q1,Japan,JPN,145512000,145814752,141291392,139865968,66429.337,observed quarterly,66429.337,66985.57962255481,67140.978,2.105485
2023,2,2023q2,Japan,JPN,146402896,148676368,137239600,140826128,67138.21000000001,observed quarterly,67138.21000000001,67057.40960491361,67140.978,2.0975556
2023,3,2023q3,Japan,JPN,145216496,148671552,138127104,139300400,67528.587,observed quarterly,67528.587,67176.8929911794,67140.978,2.0628359
2023,4,2023q4,Japan,JPN,155716896,149700224,142716096,139374496,67467.78,observed quarterly,67467.78,67344.02978135219,67140.978,2.0657935
2024,1,2024q1,Japan,JPN,149122592,149272848,140071200,138535344,67230,observed quarterly,67230,67583.91155394721,67810,2.0606179
2024,2,2024q2,Japan,JPN,149522800,151895104,135874400,139515296,67790,observed quarterly,67790,67751.22843822118,67810,2.0580513
1992,1,1992q1,Jordan,JOR,856.3099999999999,902.3060930565509,2173.83,2316.21932873421,,,,,,
1992,2,1992q2,Jordan,JOR,911.96,914.099647917084,2347.8,2350.88700538441,,,,,,
1992,3,1992q3,Jordan,JOR,968.88,922.452774728779,2514.06,2420.13804216266,,,,,,
1992,4,1992q4,Jordan,JOR,935.52,933.811482936488,2538.84,2487.28562143533,,,,,,
1993,1,1993q1,Jordan,JOR,922.28,973.680810361386,2334.29,2486.72708543273,,,,,,
1993,2,1993q2,Jordan,JOR,989.37,991.10875975087,2505.56,2502.06669349378,,,,,,
1993,3,1993q3,Jordan,JOR,1049.54,1001.87950228588,2624.93,2526.94732251721,,,,,,
1993,4,1993q4,Jordan,JOR,981.38,975.9009276018651,2527.23,2476.26889855628,,,,,,
1994,1,1994q1,Jordan,JOR,978.53,1040.02578648615,2449.62,2612.31940596843,,,,,,
1994,2,1994q2,Jordan,JOR,1074.08,1077.39443484952,2586.28,2575.72785519511,,,,,,
1994,3,1994q3,Jordan,JOR,1186.06,1134.57900123068,2720,2621.2627613034,,,,,,
1994,4,1994q4,Jordan,JOR,1206.35,1193.02077743364,2735.96,2682.54997753307,,,,,,
1995,1,1995q1,Jordan,JOR,1119.14,1196.37709750692,2607.07,2784.05273834856,,,,,,
1995,2,1995q2,Jordan,JOR,1206.52,1205.21758779467,2829.42,2811.8289439744,,,,,,
1995,3,1995q3,Jordan,JOR,1233.81,1176.05283015355,2860.15,2755.08530576742,,,,,,
1995,4,1995q4,Jordan,JOR,1232.75,1214.57248454486,2819.64,2765.31301190962,,,,,,
1996,1,1996q1,Jordan,JOR,1137.27,1222.50443122696,2572.28,2754.30667173644,,,,,,
1996,2,1996q2,Jordan,JOR,1241,1239.23065394518,2834.3,2821.26363956956,,,,,,
1996,3,1996q3,Jordan,JOR,1343.81,1276.86353272184,2977.52,2865.06073001142,,,,,,
1996,4,1996q4,Jordan,JOR,1279.4,1262.88138210602,2944.79,2888.25895868257,,,,,,
1997,1,1997q1,Jordan,JOR,1187.18,1280.73752017251,2712.31,2910.19668941395,,,,,,
1997,2,1997q2,Jordan,JOR,1311.86,1307.70217279706,2927.21627328042,2921.06965493806,,,,,,
1997,3,1997q3,Jordan,JOR,1394.67,1321.20268353423,3096.4183836973,2968.26362176697,,,,,,
1997,4,1997q4,Jordan,JOR,1345.21,1329.27762349619,3007.35206777854,2943.76675863728,,,,,,
1998,1,1998q1,Jordan,JOR,1277.38,1381.89144715389,2797.85,3011.98979791812,,,,,,
1998,2,1998q2,Jordan,JOR,1430.68,1426.581031759,2998.71,2997.04499665911,,,,,,
1998,3,1998q3,Jordan,JOR,1523.57,1445.65540706712,3114.24,2978.54617367031,,,,,,
1998,4,1998q4,Jordan,JOR,1555.92,1533.42211401999,3218.64,3141.85903175247,,,,,,
1999,1,1999q1,Jordan,JOR,1345.91,1460.24854805596,2777.77,3009.88561082556,,,,,,
1999,2,1999q2,Jordan,JOR,1492.2,1486.89245148336,3131.82,3134.72687267149,,,,,,
1999,3,1999q3,Jordan,JOR,1600.07,1519.83927489134,3340.74,3190.59067460828,,,,,,
1999,4,1999q4,Jordan,JOR,1527.57,1498.76972556933,3271.69,3186.81684189467,,,,,,
2000,1,2000q1,Jordan,JOR,1389.77,1511.7711364652,2917.96,3180.76144956076,,,,,,
2000,2,2000q2,Jordan,JOR,1547.28,1540.58817294415,3241.99,3239.46034736768,,,,,,
2000,3,2000q3,Jordan,JOR,1621.07,1544.13321125783,3457.72,3296.48176942935,,,,,,
2000,4,2000q4,Jordan,JOR,1627.76,1589.38747933282,3430.33,3331.29643364221,,,,,,
2001,1,2001q1,Jordan,JOR,1474.57,1607.98142038112,3078.89,3366.34038540758,,,,,,
2001,2,2001q2,Jordan,JOR,1634.27,1626.24772040267,3424.87,3416.77174724638,,,,,,
2001,3,2001q3,Jordan,JOR,1732.89,1649.43152998083,3606.25,3434.86710652374,,,,,,
2001,4,2001q4,Jordan,JOR,1729.54,1687.60932923539,3588.73,3480.7607608223,,,,,,
2002,1,2002q1,Jordan,JOR,1573.08,1718.06331583012,3241.29,3547.81388474874,,,,,,
2002,2,2002q2,Jordan,JOR,1750.04,1738.30459586657,3627.66,3620.00755313545,,,,,,
2002,3,2002q3,Jordan,JOR,1870.03,1780.67916966798,3871.46,3690.15181882217,,,,,,
2002,4,2002q4,Jordan,JOR,1877.05,1833.15291863532,3860.31,3742.74674329365,,,,,,
2003,1,2003q1,Jordan,JOR,1657.15,1811.32025013097,3378.05,3694.63539520277,,,,,,
2003,2,2003q2,Jordan,JOR,1866.43,1848.515601056,3772.82,3761.15257584106,,,,,,
2003,3,2003q3,Jordan,JOR,1997.44,1900.30117080682,4000.61,3817.38063887064,,,,,,
2003,4,2003q4,Jordan,JOR,1976.83,1937.71297800621,4030.28,3908.59139008554,,,,,,
2004,1,2004q1,Jordan,JOR,1850.42,2018.18685875158,3634.66,3966.00491790466,,,,,,
2004,2,2004q2,Jordan,JOR,2109.37,2082.3152659537,4059.44,4042.80511251905,,,,,,
2004,3,2004q3,Jordan,JOR,2203.42,2099.58438500933,4367.26,4175.10064254203,,,,,,
2004,4,2004q4,Jordan,JOR,2182.31,2145.43349028539,4373.99,4251.43932703426,,,,,,
2005,1,2005q1,Jordan,JOR,2004.02,2179.10817595289,3981.52,4327.35647609947,,,,,,
2005,2,2005q2,Jordan,JOR,2341.13,2310.54901171279,4477.65,4445.009497449601,,,,,,
2005,3,2005q3,Jordan,JOR,2442.45,2327.16817471539,4698.98,4503.11440167284,,,,,,
2005,4,2005q4,Jordan,JOR,2524.24,2495.01463761893,4727.2,4609.86962477808,,,,,,
2006,1,2006q1,Jordan,JOR,2436.48,2636.62858148585,4358.46,4712.875311268171,,,,,,
2006,2,2006q2,Jordan,JOR,2783.21,2759.84421752012,4823.7,4780.08744669882,,,,,,
2006,3,2006q3,Jordan,JOR,2993.16,2839.39581896164,5042.42,4839.43111733562,,,,,,
2006,4,2006q4,Jordan,JOR,2986.02,2963.00138203238,5183.76,5075.94612469739,,,,,,
2007,1,2007q1,Jordan,JOR,2826.31,3052.60731260533,4826.16,5197.64864077926,,,,,,
2007,2,2007q2,Jordan,JOR,3118.33,3109.44872626066,5318.35,5262.66488212656,,,,,,
2007,3,2007q3,Jordan,JOR,3378.06,3173.56157274505,5423.84,5199.34331555909,,,,,,
2007,4,2007q4,Jordan,JOR,3408.56,3395.64238838895,5465.04,5373.73316153509,,,,,,
2008,1,2008q1,Jordan,JOR,3524.96,3818.88389845821,5156.51,5546.14684810826,,,,,,
2008,2,2008q2,Jordan,JOR,3965.55,3993.65107072819,5695.75,5646.42628482145,,,,,,
2008,3,2008q3,Jordan,JOR,4478.8,4177.34668039315,5918.63,5658.035050511,,,,,,
2008,4,2008q4,Jordan,JOR,4110.83,4090.25835042045,5815.38,5735.661816559301,,,,,,
2009,1,2009q1,Jordan,JOR,3703.01,4047.37959115652,5423.87,5842.52444394972,,,,,,
2009,2,2009q2,Jordan,JOR,4252.19,4317.10202540254,5968.32,5932.53143299698,,,,,,
2009,3,2009q3,Jordan,JOR,4937.04,4585.44632188422,6303.56,5997.568044513509,,,,,,
2009,4,2009q4,Jordan,JOR,4529.65,4471.96206155672,6025.19,5948.316078539799,,,,,,
2010,1,2010q1,Jordan,JOR,4193.64,4600.639478162911,5529.99,5968.86758163231,,,,,,
2010,2,2010q2,Jordan,JOR,4639.76,4741.52192238919,6053.51,6036.40743303985,,,,,,
2010,3,2010q3,Jordan,JOR,5257.09,4876.48815678867,6457.85,6123.312834983019,,,,,,
2010,4,2010q4,Jordan,JOR,5174.51,5046.35044265924,6228.69,6141.45215034481,,,,,,
2011,1,2011q1,Jordan,JOR,4619.31,5076.83608504535,5686.31,6148.11474763774,,,,,,
2011,2,2011q2,Jordan,JOR,4975.2,5109.14632473368,6206.3,6201.42869743212,,,,,,
2011,3,2011q3,Jordan,JOR,5723.64,5314.852517975351,6628.98,6273.23305556816,,,,,,
2011,4,2011q4,Jordan,JOR,5644,5461.315072245619,6412.76,6311.57349936197,,,,,,
2012,1,2012q1,Jordan,JOR,4970.5,5454.38518954671,5860.82,6338.62154983564,,,,,,
2012,2,2012q2,Jordan,JOR,5386.08,5544.44674167292,6350.8,6353.49856253706,,,,,,
2012,3,2012q3,Jordan,JOR,6087.56,5664.60523774411,6764.63,6402.65955500754,,,,,,
2012,4,2012q4,Jordan,JOR,6016.4,5797.10283103627,6563.84,6445.31033261976,,,,,,
2013,1,2013q1,Jordan,JOR,5447,5963.907961590749,5998.3,6489.65114915456,,,,,,
2013,2,2013q2,Jordan,JOR,5925.76,6101.67230836295,6543.09,6552.8646655624,,,,,,
2013,3,2013q3,Jordan,JOR,6616.71,6170.96073868752,6931.07,6565.10980948884,,,,,,
2013,4,2013q4,Jordan,JOR,6473.18,6226.10899135878,6734.21,6599.0443757942,,,,,,
2014,1,2014q1,Jordan,JOR,5854.84,6398.42112731228,6199.03,6709.3043029222,,,,,,
2014,2,2014q2,Jordan,JOR,6310.74,6500.17175455198,6726.55,6748.23548631707,,,,,,
2014,3,2014q3,Jordan,JOR,7032.37,6579.76933655099,7164.51,6788.91184252462,,,,,,
2014,4,2014q4,Jordan,JOR,6963.88,6683.46778158475,7003.44,6847.07836823611,,,,,,
2015,1,2015q1,Jordan,JOR,6164.14,6728.76476922258,6331.47,6859.04800681797,,,,,,
2015,2,2015q2,Jordan,JOR,6586.77,6793.99262870874,6878.41,6912.29992128267,,,,,,
2015,3,2015q3,Jordan,JOR,7356.84,6893.81916929283,7369.92,6981.246078717,,,,,,
2015,4,2015q4,Jordan,JOR,7289.04,6980.21343277585,7190.13,7017.33599318236,,,,,,
2016,1,2016q1,Jordan,JOR,6403.6,6982.25778452508,6473.9,7015.22074419065,,,,,,
2016,2,2016q2,Jordan,JOR,6823.38,7044.01759460821,7005.17,7048.248689222,,,,,,
2016,3,2016q3,Jordan,JOR,7577.9,7107.302634684181,7510.16,7110.12799908552,,,,,,
2016,4,2016q4,Jordan,JOR,7518.83,7190.13198618253,7334.47,7150.10256750183,,,,,,
2017,1,2017q1,Jordan,JOR,6675.75,7266.69640283267,6647.15,7199.87257102792,2134.414,observed quarterly,2134.414,2108.361125,2119.649,.0033732315
2017,2,2017q2,Jordan,JOR,7100.78,7341.106196101659,7190.56,7240.81848885573,2103.028,observed quarterly,2103.028,2115.886375,2119.649,.0034430444
2017,3,2017q3,Jordan,JOR,7925.95,7444.89566734855,7682.72,7275.082492160051,2152.19,observed quarterly,2152.19,2123.411625,2119.649,.0033803161
2017,4,2017q4,Jordan,JOR,7839.52,7489.30173371711,7503.88,7308.53644795629,2088.964,observed quarterly,2088.964,2130.936875,2119.649,.0034986415
2018,1,2018q1,Jordan,JOR,6992.09,7588.232736113599,6787.23,7341.815166889611,2096.852,observed quarterly,2096.852,2124.231331383647,2149.75,.0035013512
2018,2,2018q2,Jordan,JOR,7440.63,7705.066296986531,7343.79,7403.99284105285,2062.06,observed quarterly,2062.06,2131.706503209051,2149.75,.0035905808
2018,3,2018q3,Jordan,JOR,8231.809999999999,7748.60961912613,7829.87,7418.00496541358,2158.201,observed quarterly,2158.201,2153.487585912702,2149.75,.0034371242
2018,4,2018q4,Jordan,JOR,8128.79,7751.41134777375,7620.44,7417.51702664396,2281.888,observed quarterly,2281.888,2189.574579494599,2149.75,.0032506052
2019,1,2019q1,Jordan,JOR,7214.5,7796.54901876735,6911.07,7459.50671419567,2233.913,observed quarterly,2233.913,2248.636855414648,2295.065,.003339211
2019,2,2019q2,Jordan,JOR,7619.36,7920.85688470088,7446.86,7527.038902099,2196.989,observed quarterly,2196.989,2285.096371430463,2295.065,.0034260703
2019,3,2019q3,Jordan,JOR,8415.99,7942.57199557199,7967.06,7552.17592732192,2351.047,observed quarterly,2351.047,2313.294758007907,2295.065,.0032122608
2019,4,2019q4,Jordan,JOR,8347.290000000001,7937.162100959779,7774.37,7560.6384563834,2398.31,observed quarterly,2398.31,2333.232015146982,2295.065,.0031524859
2020,1,2020q1,Jordan,JOR,7353.33,7910.80935173168,6995.46,7529.96665240201,2358.688384197208,interpolated from annual,,2358.688384197208,2374.528,.003192438
2020,2,2020q2,Jordan,JOR,7230.6,7550.4140010552,7208.8,7300.40355747025,2713.935,observed quarterly,2713.935,2378.672402083437,2374.528,.00268997
2020,3,2020q3,Jordan,JOR,8169.97,7713.92703434237,7842.36,7427.431536110659,2756.287,observed quarterly,2756.287,2384.520008943114,2374.528,.0026947237
2020,4,2020q4,Jordan,JOR,8273.370000000001,7852.11961287076,7720.81,7509.62825401707,2617.293,observed quarterly,2617.293,2376.231204776241,2374.528,.0028692349
2021,1,2021q1,Jordan,JOR,7541.07,8091.34405724039,7114.5,7643.1383603828,2260.702,observed quarterly,2260.702,2332.535353726107,2341.569,.0033808695
2021,2,2021q2,Jordan,JOR,7753.21,8145.31823820749,7548.57,7662.21621278413,2316.232,observed quarterly,2316.232,2324.370489262188,2341.569,.0033080522
2021,3,2021q3,Jordan,JOR,8725.1,8231.50039701672,8176.28,7741.37227901396,2378.061,observed quarterly,2378.061,2337.48656776804,2341.569,.0032553296
2021,4,2021q4,Jordan,JOR,8850.860000000001,8402.07730753541,8016.28,7808.90314781911,2411.282,observed quarterly,2411.282,2371.883589243666,2341.569,.0032384861
2022,1,2022q1,Jordan,JOR,7880.54,8449.424679227919,7287.79,7822.02340051943,2516.974,observed quarterly,2516.974,2411.972876386624,2480.419,.0031077093
2022,2,2022q2,Jordan,JOR,8147.23,8591.764562461451,7765.35,7882.75219705787,2509.097,observed quarterly,2509.097,2446.451267002464,2480.419,.0031416689
2022,3,2022q3,Jordan,JOR,9255.43,8692.224700428971,8376.5,7919.371042358849,2387.692,observed quarterly,2387.692,2497.65819530792,2480.419,.0033167473
2022,4,2022q4,Jordan,JOR,9260.709999999999,8810.496057881652,8175.19,7980.68336006384,2507.913,observed quarterly,2507.913,2565.593661302991,2480.419,.0031822009
2023,1,2023q1,Jordan,JOR,8281.389999999999,8869.04671453039,7495.4,8035.1349562976,2761.562,observed quarterly,2761.562,2671.872263972748,2754.006,.002909634
2023,2,2023q2,Jordan,JOR,8495.51,8982.728546187571,7970.9,8089.585209045241,2685.262,observed quarterly,2685.262,2740.796843333116,2754.006,.0030125869
2023,3,2023q3,Jordan,JOR,9768.69298659629,9129.480068800231,8616.980143805518,8137.76778088706,2831.924,observed quarterly,2831.924,2788.468289680184,2754.006,.0028735828
2023,4,2023q4,Jordan,JOR,9605.29970660371,9169.63736368181,8343.275436194481,8164.06763377009,2737.276,observed quarterly,2737.276,2814.886603013951,2754.006,.0029825519
2024,1,2024q1,Jordan,JOR,8707.76850517602,9316.52829298088,7689.08366109935,8236.52826990118,2829.911,observed quarterly,2829.911,2819.546,2858.87,.0029105255
1994,1,1994q1,Kazakhstan,KAZ,,,1128448.52800681,1128448.52800681,,,,,,
1994,2,1994q2,Kazakhstan,KAZ,,,1164136.25104997,1164136.25104997,,,,,,
1994,3,1994q3,Kazakhstan,KAZ,,,1156335.18352816,1156335.18352816,,,,,,
1994,4,1994q4,Kazakhstan,KAZ,,,1108016.31632122,1108016.31632122,,,,,,
1995,1,1995q1,Kazakhstan,KAZ,190070,190070,1050652.57632139,1050652.57632139,,,,,,
1995,2,1995q2,Kazakhstan,KAZ,221890,221890,1036379.83938035,1036379.83938035,,,,,,
1995,3,1995q3,Kazakhstan,KAZ,296370,296370,1042571.70544589,1042571.70544589,,,,,,
1995,4,1995q4,Kazakhstan,KAZ,305860,305860,1055438.07166156,1055438.07166156,,,,,,
1996,1,1996q1,Kazakhstan,KAZ,288040,288040,1066485.85056932,1066485.85056932,,,,,,
1996,2,1996q2,Kazakhstan,KAZ,315760,315760,1040675.70437338,1040675.70437338,,,,,,
1996,3,1996q3,Kazakhstan,KAZ,402590,402590,1038831.22455026,1038831.22455026,,,,,,
1996,4,1996q4,Kazakhstan,KAZ,409360,409360,1064130.1015612,1064130.1015612,,,,,,
1997,1,1997q1,Kazakhstan,KAZ,389672.487069216,389672.487069216,1048515.22211108,1048515.22211108,,,,,,
1997,2,1997q2,Kazakhstan,KAZ,402082.548151149,402082.548151149,1051273.06812785,1051273.06812785,,,,,,
1997,3,1997q3,Kazakhstan,KAZ,430666.411650828,430666.411650828,1110960.04947847,1110960.04947847,,,,,,
1997,4,1997q4,Kazakhstan,KAZ,444014.667011535,444014.667011535,1063214.26920231,1063214.26920231,,,,,,
1998,1,1998q1,Kazakhstan,KAZ,446999.79189923,446999.79189923,1135874.16535565,1135874.16535565,,,,,,
1998,2,1998q2,Kazakhstan,KAZ,452278.380766522,452278.380766522,1104121.55484857,1104121.55484857,,,,,,
1998,3,1998q3,Kazakhstan,KAZ,418376.277995765,418376.277995765,1006482.49435162,1006482.49435162,,,,,,
1998,4,1998q4,Kazakhstan,KAZ,421255.658648379,421255.658648379,970609.313752497,970609.313752497,,,,,,
1999,1,1999q1,Kazakhstan,KAZ,449375.075969994,449375.075969994,1050200,1050200,,,,,,
1999,2,1999q2,Kazakhstan,KAZ,475111.392296888,475111.392296888,1022000,1022000,,,,,,
1999,3,1999q3,Kazakhstan,KAZ,527378.1839003579,527378.1839003579,1039500,1039500,,,,,,
1999,4,1999q4,Kazakhstan,KAZ,554527.8035361359,554527.8035361359,1109600,1109600,,,,,,
2000,1,2000q1,Kazakhstan,KAZ,590689.934520666,590689.934520666,1118100,1118100,,,,,,
2000,2,2000q2,Kazakhstan,KAZ,616071.080334742,616071.080334742,1155600,1155600,,,,,,
2000,3,2000q3,Kazakhstan,KAZ,676086.9088379709,676086.9088379709,1170800,1170800,,,,,,
2000,4,2000q4,Kazakhstan,KAZ,707333.9682902901,707333.9682902901,1190500,1190500,,,,,,
2001,1,2001q1,Kazakhstan,KAZ,713587.549257218,713587.549257218,1247400,1247400,,,,,,
2001,2,2001q2,Kazakhstan,KAZ,826878.041170608,826878.041170608,1311600,1311600,,,,,,
2001,3,2001q3,Kazakhstan,KAZ,852104.691868577,852104.691868577,1344400,1344400,,,,,,
2001,4,2001q4,Kazakhstan,KAZ,845268.882279434,845268.882279434,1357300,1357300,,,,,,
2002,1,2002q1,Kazakhstan,KAZ,833528.0361395749,833528.0361395749,1383700,1383700,6605.287499999999,interpolated from annual,,6605.287499999999,6708.9,.20948368
2002,2,2002q2,Kazakhstan,KAZ,948072.013388103,948072.013388103,1405400,1405400,6674.362499999999,interpolated from annual,,6674.362499999999,6708.9,.21056692
2002,3,2002q3,Kazakhstan,KAZ,967385.4164293631,967385.4164293631,1471100,1471100,6743.4375,interpolated from annual,,6743.4375,6708.9,.21815284
2002,4,2002q4,Kazakhstan,KAZ,1016004.00328037,1016004.00328037,1516000,1516000,6812.512500000001,interpolated from annual,,6812.512500000001,6708.9,.22253171
