country,country_name,year,quarter,time,period,realGDP_empl,y
ISR,Israel,2020,2,2020.25,2020-Q2,0.080971293,-2.513660594534253
ISR,Israel,2020,3,2020.5,2020-Q3,0.088993266,-2.4191945750339285
ISR,Israel,2020,4,2020.75,2020-Q4,0.092120424,-2.384658601348104
ISR,Israel,2021,1,2021.0,2021-Q1,0.092986941,-2.3752962150434405
ISR,Israel,2021,2,2021.25,2021-Q2,0.09470126,-2.3570279737043833
ISR,Israel,2021,3,2021.5,2021-Q3,0.094601639,-2.358080477492995
ISR,Israel,2021,4,2021.75,2021-Q4,0.097387604,-2.329056345426873
ISR,Israel,2022,1,2022.0,2022-Q1,0.095059805,-2.353249059134376
ISR,Israel,2022,2,2022.25,2022-Q2,0.095698573,-2.3465518918151744
ISR,Israel,2022,3,2022.5,2022-Q3,0.094748117,-2.3565333085680025
ISR,Israel,2022,4,2022.75,2022-Q4,0.096897595,-2.3341005797948675
ISR,Israel,2023,1,2023.0,2023-Q1,0.09567298,-2.346819361036711
ISR,Israel,2023,2,2023.25,2023-Q2,0.095522702,-2.3483913424682408
ISR,Israel,2023,3,2023.5,2023-Q3,0.095306717,-2.3506549881195147
ISR,Israel,2023,4,2023.75,2023-Q4,0.090847284,-2.398575380018865
ISR,Israel,2024,1,2024.0,2024-Q1,0.093786068,-2.3667389627860986
ISR,Israel,2024,2,2024.25,2024-Q2,0.093184426,-2.373174674258146
ITA,Italy,1996,1,1996.0,1996-Q1,0.017859403,-4.025225130744203
ITA,Italy,1996,2,1996.25,1996-Q2,0.017852852,-4.025592007608936
ITA,Italy,1996,3,1996.5,1996-Q3,0.017874915,-4.024356945658127
ITA,Italy,1996,4,1996.75,1996-Q4,0.017793806,-4.0289048597704165
ITA,Italy,1997,1,1997.0,1997-Q1,0.017838111,-4.026418043086779
ITA,Italy,1997,2,1997.25,1997-Q2,0.018081285,-4.012877853534824
ITA,Italy,1997,3,1997.5,1997-Q3,0.017958149,-4.019711283780175
ITA,Italy,1997,4,1997.75,1997-Q4,0.018356105,-3.9977930622654307
ITA,Italy,1998,1,1998.0,1998-Q1,0.018383291,-3.9963131247639034
ITA,Italy,1998,2,1998.25,1998-Q2,0.01829592,-4.001077194811662
ITA,Italy,1998,3,1998.5,1998-Q3,0.018060815,-4.014010604658239
ITA,Italy,1998,4,1998.75,1998-Q4,0.018043699,-4.014958741020481
ITA,Italy,1999,1,1999.0,1999-Q1,0.018305331,-4.000562950082301
ITA,Italy,1999,2,1999.25,1999-Q2,0.018182833,-4.00727737179007
ITA,Italy,1999,3,1999.5,1999-Q3,0.018128905,-4.0102476531711835
ITA,Italy,1999,4,1999.75,1999-Q4,0.018423146,-3.994147470121654
ITA,Italy,2000,1,2000.0,2000-Q1,0.018869845,-3.9701901337318635
ITA,Italy,2000,2,2000.25,2000-Q2,0.018707676,-3.978821358062568
ITA,Italy,2000,3,2000.5,2000-Q3,0.018531868,-3.9882634342676933
ITA,Italy,2000,4,2000.75,2000-Q4,0.018598923,-3.9846516031652444
ITA,Italy,2001,1,2001.0,2001-Q1,0.018898066,-3.9686956901947394
ITA,Italy,2001,2,2001.25,2001-Q2,0.018802634,-3.9737583125772376
ITA,Italy,2001,3,2001.5,2001-Q3,0.01843424,-3.9935454740747804
ITA,Italy,2001,4,2001.75,2001-Q4,0.01842428,-3.9940859190108458
ITA,Italy,2002,1,2002.0,2002-Q1,0.018492552,-3.9903872225554142
ITA,Italy,2002,2,2002.25,2002-Q2,0.018446777,-3.9928656121022708
ITA,Italy,2002,3,2002.5,2002-Q3,0.018286277,-4.001604391153825
ITA,Italy,2002,4,2002.75,2002-Q4,0.018435489,-3.9934777220172335
ITA,Italy,2003,1,2003.0,2003-Q1,0.018451432,-3.992613296331351
ITA,Italy,2003,2,2003.25,2003-Q2,0.018223783,-4.005027779723094
ITA,Italy,2003,3,2003.5,2003-Q3,0.018046912,-4.014780689171567
ITA,Italy,2003,4,2003.75,2003-Q4,0.018292544,-4.001261733851595
ITA,Italy,2004,1,2004.0,2004-Q1,0.018419484,-3.9943462615766645
ITA,Italy,2004,2,2004.25,2004-Q2,0.018174389,-4.007741873734241
ITA,Italy,2004,3,2004.5,2004-Q3,0.018133594,-4.0099890388916695
ITA,Italy,2004,4,2004.75,2004-Q4,0.018158356,-4.0086244385413154
ITA,Italy,2005,1,2005.0,2005-Q1,0.018332232,-3.999094456949487
ITA,Italy,2005,2,2005.25,2005-Q2,0.018286148,-4.001611445649118
ITA,Italy,2005,3,2005.5,2005-Q3,0.01848557,-3.9907648512561344
ITA,Italy,2005,4,2005.75,2005-Q4,0.018465757,-3.9918372350381164
ITA,Italy,2006,1,2006.0,2006-Q1,0.018484114,-3.990843618496923
ITA,Italy,2006,2,2006.25,2006-Q2,0.018217865,-4.005352572940571
ITA,Italy,2006,3,2006.5,2006-Q3,0.018427569,-3.993907420504096
ITA,Italy,2006,4,2006.75,2006-Q4,0.018680595,-3.9802699944403184
ITA,Italy,2007,1,2007.0,2007-Q1,0.018848399,-3.97132730238219
ITA,Italy,2007,2,2007.25,2007-Q2,0.01854242,-3.9876941987757033
ITA,Italy,2007,3,2007.5,2007-Q3,0.018461306,-3.9920783048476247
ITA,Italy,2007,4,2007.75,2007-Q4,0.01845975,-3.9921625927943682
ITA,Italy,2008,1,2008.0,2008-Q1,0.01877662,-3.9751428001008757
ITA,Italy,2008,2,2008.25,2008-Q2,0.01827785,-4.002065334752955
ITA,Italy,2008,3,2008.5,2008-Q3,0.018057792,-4.014177997603768
ITA,Italy,2008,4,2008.75,2008-Q4,0.017784392,-4.0294340602779695
ITA,Italy,2009,1,2009.0,2009-Q1,0.017630678,-4.038114826136547
ITA,Italy,2009,2,2009.25,2009-Q2,0.017347917,-4.054282837433651
ITA,Italy,2009,3,2009.5,2009-Q3,0.017551651,-4.042607259420876
ITA,Italy,2009,4,2009.75,2009-Q4,0.017675506,-4.035575439603616
ITA,Italy,2010,1,2010.0,2010-Q1,0.01788207,-4.023956744125727
ITA,Italy,2010,2,2010.25,2010-Q2,0.017808361,-4.028087212866457
ITA,Italy,2010,3,2010.5,2010-Q3,0.018020904,-4.016222861578554
ITA,Italy,2010,4,2010.75,2010-Q4,0.018075069,-4.01322169351721
ITA,Italy,2011,1,2011.0,2011-Q1,0.018200237,-4.006320663006151
ITA,Italy,2011,2,2011.25,2011-Q2,0.018024495,-4.016023612847149
ITA,Italy,2011,3,2011.5,2011-Q3,0.018058827,-4.014120683268764
ITA,Italy,2011,4,2011.75,2011-Q4,0.017887728,-4.023640387849564
ITA,Italy,2012,1,2012.0,2012-Q1,0.017799774,-4.028569518393914
ITA,Italy,2012,2,2012.25,2012-Q2,0.01744736,-4.048566931177377
ITA,Italy,2012,3,2012.5,2012-Q3,0.017392032,-4.051743108678573
ITA,Italy,2012,4,2012.75,2012-Q4,0.017343218,-4.054553742379756
ITA,Italy,2013,1,2013.0,2013-Q1,0.017493803,-4.045908575051652
ITA,Italy,2013,2,2013.25,2013-Q2,0.017418977,-4.050195034884951
ITA,Italy,2013,3,2013.5,2013-Q3,0.017489634,-4.046146916414151
ITA,Italy,2013,4,2013.75,2013-Q4,0.01746111,-4.047779156708253
ITA,Italy,2014,1,2014.0,2014-Q1,0.01760642,-4.039491670724155
ITA,Italy,2014,2,2014.25,2014-Q2,0.017385241,-4.052133651093231
ITA,Italy,2014,3,2014.5,2014-Q3,0.017325325,-4.05558597506336
ITA,Italy,2014,4,2014.75,2014-Q4,0.017326232,-4.055533625323334
ITA,Italy,2015,1,2015.0,2015-Q1,0.017556801,-4.042313882769753
ITA,Italy,2015,2,2015.25,2015-Q2,0.017360222,-4.053573781813266
ITA,Italy,2015,3,2015.5,2015-Q3,0.017253553,-4.059737185699393
ITA,Italy,2015,4,2015.75,2015-Q4,0.017411796,-4.050607371418611
ITA,Italy,2016,1,2016.0,2016-Q1,0.017565271,-4.041831564974596
ITA,Italy,2016,2,2016.25,2016-Q2,0.017202232,-4.062716136139935
ITA,Italy,2016,3,2016.5,2016-Q3,0.017364165,-4.05334667917114
ITA,Italy,2016,4,2016.75,2016-Q4,0.017485199,-4.046400527347691
ITA,Italy,2017,1,2017.0,2017-Q1,0.017630041,-4.038150956993667
ITA,Italy,2017,2,2017.25,2017-Q2,0.017419577,-4.050160590286588
ITA,Italy,2017,3,2017.5,2017-Q3,0.017376037,-4.05266320585903
ITA,Italy,2017,4,2017.75,2017-Q4,0.017552674,-4.042548976004215
ITA,Italy,2018,1,2018.0,2018-Q1,0.017864112,-4.024961494871458
ITA,Italy,2018,2,2018.25,2018-Q2,0.017450104,-4.048409670466074
ITA,Italy,2018,3,2018.5,2018-Q3,0.017548749,-4.042772613662231
ITA,Italy,2018,4,2018.75,2018-Q4,0.017709119,-4.033675574331031
ITA,Italy,2019,1,2019.0,2019-Q1,0.017867146,-4.024791671575155
ITA,Italy,2019,2,2019.25,2019-Q2,0.017511591,-4.044892274447748
ITA,Italy,2019,3,2019.5,2019-Q3,0.017506789,-4.0451665304259
ITA,Italy,2019,4,2019.75,2019-Q4,0.017515354,-4.044677411289429
ITA,Italy,2020,1,2020.0,2020-Q1,0.016712623,-4.0915909768205
ITA,Italy,2020,2,2020.25,2020-Q2,0.014900891,-4.206334269160874
ITA,Italy,2020,3,2020.5,2020-Q3,0.01698086,-4.075668451560528
ITA,Italy,2020,4,2020.75,2020-Q4,0.016958779,-4.076969644134524
ITA,Italy,2021,1,2021.0,2021-Q1,0.017822668,-4.027284148729921
ITA,Italy,2021,2,2021.25,2021-Q2,0.017647935,-4.037136499614673
ITA,Italy,2021,3,2021.5,2021-Q3,0.01795798,-4.019720694593907
ITA,Italy,2021,4,2021.75,2021-Q4,0.018095763,-4.012077456511112
ITA,Italy,2022,1,2022.0,2022-Q1,0.018331069,-3.999157899136561
ITA,Italy,2022,2,2022.25,2022-Q2,0.018207736,-4.005908720264595
ITA,Italy,2022,3,2022.5,2022-Q3,0.018409574,-3.9948844236029197
ITA,Italy,2022,4,2022.75,2022-Q4,0.018253064,-4.003422322634695
ITA,Italy,2023,1,2023.0,2023-Q1,0.018331634,-3.9991270776229344
ITA,Italy,2023,2,2023.25,2023-Q2,0.017992981,-4.017773541578522
ITA,Italy,2023,3,2023.5,2023-Q3,0.018057819,-4.014176502405473
ITA,Italy,2023,4,2023.75,2023-Q4,0.017901069,-4.022894847248245
ITA,Italy,2024,1,2024.0,2024-Q1,0.018075615,-4.013191486619877
ITA,Italy,2024,2,2024.25,2024-Q2,0.017852642,-4.025603770504585
ITA,Italy,2024,3,2024.5,2024-Q3,0.017734468,-4.032245188387193
JAM,Jamaica,1996,1,1996.0,1996-Q1,0.18778101,-1.672478835531628
JAM,Jamaica,1996,2,1996.25,1996-Q2,0.18447188,-1.690258239041552
JAM,Jamaica,1996,3,1996.5,1996-Q3,0.18143596,-1.7068525250045807
JAM,Jamaica,1996,4,1996.75,1996-Q4,0.17937279,-1.7182890131016415
JAM,Jamaica,1997,1,1997.0,1997-Q1,0.18021138,-1.7136247837486323
JAM,Jamaica,1997,2,1997.25,1997-Q2,0.18034507,-1.712883207742286
JAM,Jamaica,1997,3,1997.5,1997-Q3,0.1782586,-1.7245199740072537
JAM,Jamaica,1997,4,1997.75,1997-Q4,0.17637442,-1.7351461572624751
JAM,Jamaica,1998,1,1998.0,1998-Q1,0.17523767,-1.7416121121759625
JAM,Jamaica,1998,2,1998.25,1998-Q2,0.17565794,-1.739216697762203
JAM,Jamaica,1998,3,1998.5,1998-Q3,0.17494035,-1.74331022030648
JAM,Jamaica,1998,4,1998.75,1998-Q4,0.17501947,-1.7428580541043828
JAM,Jamaica,1999,1,1999.0,1999-Q1,0.1756729,-1.7391315358674544
JAM,Jamaica,1999,2,1999.25,1999-Q2,0.17556217,-1.7397620537919225
JAM,Jamaica,1999,3,1999.5,1999-Q3,0.1762038,-1.7361139993107932
JAM,Jamaica,1999,4,1999.75,1999-Q4,0.17796543,-1.7261659610350786
JAM,Jamaica,2000,1,2000.0,2000-Q1,0.17765076,-1.7279356784493856
JAM,Jamaica,2000,2,2000.25,2000-Q2,0.17679264,-1.732777758604379
JAM,Jamaica,2000,3,2000.5,2000-Q3,0.17677307,-1.7328884593848366
JAM,Jamaica,2000,4,2000.75,2000-Q4,0.17734139,-1.7296786470097925
JAM,Jamaica,2001,1,2001.0,2001-Q1,0.1791791,-1.7193694147073375
JAM,Jamaica,2001,2,2001.25,2001-Q2,0.18031687,-1.7130395868714918
JAM,Jamaica,2001,3,2001.5,2001-Q3,0.17920785,-1.7192089735971816
JAM,Jamaica,2001,4,2001.75,2001-Q4,0.17659281,-1.7339087051178772
JAM,Jamaica,2002,1,2002.0,2002-Q1,0.17795162,-1.7262435633865645
JAM,Jamaica,2002,2,2002.25,2002-Q2,0.1784313,-1.7235516257950108
JAM,Jamaica,2002,3,2002.5,2002-Q3,0.18038023,-1.712688267159458
JAM,Jamaica,2002,4,2002.75,2002-Q4,0.18101324,-1.7091851012203108
JAM,Jamaica,2003,1,2003.0,2003-Q1,0.18618423,-1.6810186116034502
JAM,Jamaica,2003,2,2003.25,2003-Q2,0.18664591,-1.6785419865324045
JAM,Jamaica,2003,3,2003.5,2003-Q3,0.18457019,-1.6897254542437348
JAM,Jamaica,2003,4,2003.75,2003-Q4,0.18433402,-1.6910058409992264
JAM,Jamaica,2004,1,2004.0,2004-Q1,0.17705753,-1.7312805709699586
JAM,Jamaica,2004,2,2004.25,2004-Q2,0.17427231,-1.7471362031039268
JAM,Jamaica,2004,3,2004.5,2004-Q3,0.16966358,-1.7739377437995913
JAM,Jamaica,2004,4,2004.75,2004-Q4,0.16735582,-1.7876330745169133
JAM,Jamaica,2005,1,2005.0,2005-Q1,0.17041193,-1.7695366553005398
JAM,Jamaica,2005,2,2005.25,2005-Q2,0.16926818,-1.7762709578918683
JAM,Jamaica,2005,3,2005.5,2005-Q3,0.16971739,-1.7736206370363516
JAM,Jamaica,2005,4,2005.75,2005-Q4,0.16834539,-1.7817375171773697
JAM,Jamaica,2006,1,2006.0,2006-Q1,0.16901188,-1.7777862706717134
JAM,Jamaica,2006,2,2006.25,2006-Q2,0.1695333,-1.7747059112804144
JAM,Jamaica,2006,3,2006.5,2006-Q3,0.17116576,-1.7651228352771624
JAM,Jamaica,2006,4,2006.75,2006-Q4,0.17141072,-1.7636927310169441
JAM,Jamaica,2007,1,2007.0,2007-Q1,0.16903688,-1.777638363014572
JAM,Jamaica,2007,2,2007.25,2007-Q2,0.17088521,-1.7667632344428845
JAM,Jamaica,2007,3,2007.5,2007-Q3,0.16915908,-1.7769157050306146
JAM,Jamaica,2007,4,2007.75,2007-Q4,0.16621846,-1.7944523317299192
JAM,Jamaica,2008,1,2008.0,2008-Q1,0.16440988,-1.8053927008422284
JAM,Jamaica,2008,2,2008.25,2008-Q2,0.16893402,-1.7782470544917133
JAM,Jamaica,2008,3,2008.5,2008-Q3,0.16165105,-1.8223152793167892
JAM,Jamaica,2008,4,2008.75,2008-Q4,0.16001342,-1.8324975922656213
JAM,Jamaica,2009,1,2009.0,2009-Q1,0.16222876,-1.8187478410581897
JAM,Jamaica,2009,2,2009.25,2009-Q2,0.16344033,-1.8113073093852348
JAM,Jamaica,2009,3,2009.5,2009-Q3,0.16298158,-1.8141180906960184
JAM,Jamaica,2009,4,2009.75,2009-Q4,0.16449897,-1.8048509701944895
JAM,Jamaica,2010,1,2010.0,2010-Q1,0.16622314,-1.7944241764088025
JAM,Jamaica,2010,2,2010.25,2010-Q2,0.16480602,-1.8029861330477244
JAM,Jamaica,2010,3,2010.5,2010-Q3,0.16409531,-1.8073078614285762
JAM,Jamaica,2010,4,2010.75,2010-Q4,0.16657946,-1.7922828461658733
JAM,Jamaica,2011,1,2011.0,2011-Q1,0.16679713,-1.7909769954405317
JAM,Jamaica,2011,2,2011.25,2011-Q2,0.16738363,-1.7874669154336982
JAM,Jamaica,2011,3,2011.5,2011-Q3,0.16885538,-1.7787126700582214
JAM,Jamaica,2011,4,2011.75,2011-Q4,0.16921699,-1.7765734231395494
JAM,Jamaica,2012,1,2012.0,2012-Q1,0.16953376,-1.77470319795285
JAM,Jamaica,2012,2,2012.25,2012-Q2,0.16913263,-1.7770720789485797
JAM,Jamaica,2012,3,2012.5,2012-Q3,0.16698855,-1.7898300317901747
JAM,Jamaica,2012,4,2012.75,2012-Q4,0.16712217,-1.7890301771364612
JAM,Jamaica,2013,1,2013.0,2013-Q1,0.16606584,-1.7953709427550706
JAM,Jamaica,2013,2,2013.25,2013-Q2,0.16437654,-1.8055955072727026
JAM,Jamaica,2013,3,2013.5,2013-Q3,0.16603433,-1.7955607047783453
JAM,Jamaica,2013,4,2013.75,2013-Q4,0.16676046,-1.7911968675180805
JAM,Jamaica,2014,1,2014.0,2014-Q1,0.1639104,-1.8084353419202317
JAM,Jamaica,2014,2,2014.25,2014-Q2,0.16329212,-1.8122145349158818
JAM,Jamaica,2014,3,2014.5,2014-Q3,0.16182894,-1.8212154275582157
JAM,Jamaica,2014,4,2014.75,2014-Q4,0.16434012,-1.8058170962858606
JAM,Jamaica,2015,1,2015.0,2015-Q1,0.16276047,-1.8154756681654247
JAM,Jamaica,2015,2,2015.25,2015-Q2,0.16244149,-1.8174374035885263
JAM,Jamaica,2015,3,2015.5,2015-Q3,0.16030505,-1.8306767164317856
JAM,Jamaica,2015,4,2015.75,2015-Q4,0.1605732,-1.8290053656161966
JAM,Jamaica,2016,1,2016.0,2016-Q1,0.16161916,-1.822512575566904
JAM,Jamaica,2016,2,2016.25,2016-Q2,0.161947,-1.8204861577722498
JAM,Jamaica,2016,3,2016.5,2016-Q3,0.15931079,-1.8368983305244364
JAM,Jamaica,2016,4,2016.75,2016-Q4,0.16021341,-1.8312485399860174
JAM,Jamaica,2017,1,2017.0,2017-Q1,0.15913755,-1.8379863564007224
JAM,Jamaica,2017,2,2017.25,2017-Q2,0.1572001,-1.8502357628549175
JAM,Jamaica,2017,3,2017.5,2017-Q3,0.15696822,-1.8517119145057652
JAM,Jamaica,2017,4,2017.75,2017-Q4,0.1582007,-1.8438907988796118
JAM,Jamaica,2018,1,2018.0,2018-Q1,0.15912229,-1.8380822528858816
JAM,Jamaica,2018,2,2018.25,2018-Q2,0.15914744,-1.8379242108373817
JAM,Jamaica,2018,3,2018.5,2018-Q3,0.15891695,-1.8393735402662212
JAM,Jamaica,2018,4,2018.75,2018-Q4,0.15942563,-1.8361777350871826
JAM,Jamaica,2019,1,2019.0,2019-Q1,0.15831016,-1.843199132221704
JAM,Jamaica,2019,2,2019.25,2019-Q2,0.15769584,-1.847087164562096
JAM,Jamaica,2019,3,2019.5,2019-Q3,0.15596168,-1.8581449429329393
JAM,Jamaica,2019,4,2019.75,2019-Q4,0.15550664,-1.8610668473098781
JAM,Jamaica,2020,1,2020.0,2020-Q1,0.15029775,-1.895136952395141
JAM,Jamaica,2020,2,2020.25,2020-Q2,0.13679372,-1.989281181280168
JAM,Jamaica,2020,3,2020.5,2020-Q3,0.15611732,-1.857147503099412
JAM,Jamaica,2020,4,2020.75,2020-Q4,0.15268591,-1.8793723434445133
JAM,Jamaica,2021,1,2021.0,2021-Q1,0.14869726,-1.9058428520475974
JAM,Jamaica,2021,2,2021.25,2021-Q2,0.15088178,-1.891258662711648
JAM,Jamaica,2021,3,2021.5,2021-Q3,0.15111834,-1.8896920404971767
JAM,Jamaica,2021,4,2021.75,2021-Q4,0.15070619,-1.8924230992098305
JAM,Jamaica,2022,1,2022.0,2022-Q1,0.14915708,-1.9027553001570476
JAM,Jamaica,2022,2,2022.25,2022-Q2,0.1497443,-1.8988261061500746
JAM,Jamaica,2022,3,2022.5,2022-Q3,0.15285476,-1.8782670894880515
JAM,Jamaica,2022,4,2022.75,2022-Q4,0.1514203,-1.8876958650647178
JAM,Jamaica,2023,1,2023.0,2023-Q1,0.15116453,-1.8893864327043202
JAM,Jamaica,2023,2,2023.25,2023-Q2,0.14975144,-1.8987784260061007
JAM,Jamaica,2023,3,2023.5,2023-Q3,0.15148577,-1.8872635858369062
JAM,Jamaica,2023,4,2023.75,2023-Q4,0.15110943,-1.889751002650142
JOR,Jordan,2017,1,2017.0,2017-Q1,0.0033732315,-5.6918840919936216
JOR,Jordan,2017,2,2017.25,2017-Q2,0.0034430444,-5.671399198978432
JOR,Jordan,2017,3,2017.5,2017-Q3,0.0033803161,-5.689786053149939
JOR,Jordan,2017,4,2017.75,2017-Q4,0.0034986415,-5.6553805286908485
JOR,Jordan,2018,1,2018.0,2018-Q1,0.0035013512,-5.654606327844797
JOR,Jordan,2018,2,2018.25,2018-Q2,0.0035905808,-5.629441306837559
JOR,Jordan,2018,3,2018.5,2018-Q3,0.0034371242,-5.673120145602075
JOR,Jordan,2018,4,2018.75,2018-Q4,0.0032506052,-5.728914084591808
JOR,Jordan,2019,1,2019.0,2019-Q1,0.003339211,-5.70202072744456
JOR,Jordan,2019,2,2019.25,2019-Q2,0.0034260703,-5.676341359734399
JOR,Jordan,2019,3,2019.5,2019-Q3,0.0032122608,-5.740780290676987
JOR,Jordan,2019,4,2019.75,2019-Q4,0.0031524859,-5.759563962775963
JOR,Jordan,2020,1,2020.0,2020-Q1,0.003192438,-5.746970390762996
JOR,Jordan,2020,2,2020.25,2020-Q2,0.00268997,-5.918225237846935
JOR,Jordan,2020,3,2020.5,2020-Q3,0.0026947237,-5.916459603068133
JOR,Jordan,2020,4,2020.75,2020-Q4,0.0028692349,-5.853709870116656
JOR,Jordan,2021,1,2021.0,2021-Q1,0.0033808695,-5.689622354049226
JOR,Jordan,2021,2,2021.25,2021-Q2,0.0033080522,-5.711395722017746
JOR,Jordan,2021,3,2021.5,2021-Q3,0.0032553296,-5.727461748847397
JOR,Jordan,2021,4,2021.75,2021-Q4,0.0032384861,-5.732649311461058
JOR,Jordan,2022,1,2022.0,2022-Q1,0.0031077093,-5.7738693836697355
JOR,Jordan,2022,2,2022.25,2022-Q2,0.0031416689,-5.763001123441093
JOR,Jordan,2022,3,2022.5,2022-Q3,0.0033167473,-5.708770705217478
JOR,Jordan,2022,4,2022.75,2022-Q4,0.0031822009,-5.750182214667354
JOR,Jordan,2023,1,2023.0,2023-Q1,0.002909634,-5.839727978904724
JOR,Jordan,2023,2,2023.25,2023-Q2,0.0030125869,-5.804956134108386
JOR,Jordan,2023,3,2023.5,2023-Q3,0.0028735828,-5.8521956653976925
JOR,Jordan,2023,4,2023.75,2023-Q4,0.0029825519,-5.814976002634806
JOR,Jordan,2024,1,2024.0,2024-Q1,0.0029105255,-5.839421629909658
JPN,Japan,1994,1,1994.0,1994-Q1,1.7621162,0.5665154731261342
JPN,Japan,1994,2,1994.25,1994-Q2,1.6978348,0.5293537922255795
JPN,Japan,1994,3,1994.5,1994-Q3,1.7273514,0.5465892526992411
JPN,Japan,1994,4,1994.75,1994-Q4,1.7335114,0.5501490624120586
JPN,Japan,1995,1,1995.0,1995-Q1,1.7824922,0.578012497420162
JPN,Japan,1995,2,1995.25,1995-Q2,1.7497765,0.5594880654935446
JPN,Japan,1995,3,1995.5,1995-Q3,1.7697332,0.5708288007608799
JPN,Japan,1995,4,1995.75,1995-Q4,1.7954166,0.5852370841482153
JPN,Japan,1996,1,1996.0,1996-Q1,1.8403211,0.6099400672652089
JPN,Japan,1996,2,1996.25,1996-Q2,1.8069367,0.5916329805593227
JPN,Japan,1996,3,1996.5,1996-Q3,1.8012772,0.5884959688421477
JPN,Japan,1996,4,1996.75,1996-Q4,1.8404781,0.6100253748256405
JPN,Japan,1997,1,1997.0,1997-Q1,1.8611809,0.6212111787392672
JPN,Japan,1997,2,1997.25,1997-Q2,1.7957205,0.5854063341613799
JPN,Japan,1997,3,1997.5,1997-Q3,1.8035598,0.5897623785605723
JPN,Japan,1997,4,1997.75,1997-Q4,1.8227124,0.6003257213199203
JPN,Japan,1998,1,1998.0,1998-Q1,1.8282238,0.6033448944221803
JPN,Japan,1998,2,1998.25,1998-Q2,1.7833602,0.5784993375468839
JPN,Japan,1998,3,1998.5,1998-Q3,1.7944485,0.5846977323918117
JPN,Japan,1998,4,1998.75,1998-Q4,1.8272297,0.6028009947257368
JPN,Japan,1999,1,1999.0,1999-Q1,1.8354064,0.6072659283750116
JPN,Japan,1999,2,1999.25,1999-Q2,1.8028723,0.5893811153124285
JPN,Japan,1999,3,1999.5,1999-Q3,1.8121953,0.5945389832697373
JPN,Japan,1999,4,1999.75,1999-Q4,1.8234024,0.6007042063902407
JPN,Japan,2000,1,2000.0,2000-Q1,1.9160914,0.6502873819599513
JPN,Japan,2000,2,2000.25,2000-Q2,1.8827322,0.6327240196988894
JPN,Japan,2000,3,2000.5,2000-Q3,1.8857332,0.6343167107897391
JPN,Japan,2000,4,2000.75,2000-Q4,1.8971043,0.6403286709912627
JPN,Japan,2001,1,2001.0,2001-Q1,1.9494066,0.6675250185723666
JPN,Japan,2001,2,2001.25,2001-Q2,1.9069856,0.6455237754623468
JPN,Japan,2001,3,2001.5,2001-Q3,1.890733,0.6369645845724997
JPN,Japan,2001,4,2001.75,2001-Q4,1.8941077,0.6387478569275621
JPN,Japan,2002,1,2002.0,2002-Q1,1.9374949,0.661395849983836
JPN,Japan,2002,2,2002.25,2002-Q2,1.9303119,0.6576815960775326
JPN,Japan,2002,3,2002.5,2002-Q3,1.9291872,0.6570987743161095
JPN,Japan,2002,4,2002.75,2002-Q4,1.9437367,0.6646122544782678
JPN,Japan,2003,1,2003.0,2003-Q1,1.9828687,0.6845446345366187
JPN,Japan,2003,2,2003.25,2003-Q2,1.956298,0.6710539117465195
JPN,Japan,2003,3,2003.5,2003-Q3,1.9554174,0.6706036744849457
JPN,Japan,2003,4,2003.75,2003-Q4,1.990119,0.6881944359434873
JPN,Japan,2004,1,2004.0,2004-Q1,2.0390947,0.712505934849272
JPN,Japan,2004,2,2004.25,2004-Q2,1.9919502,0.6891141588499012
JPN,Japan,2004,3,2004.5,2004-Q3,2.0030596,0.6946758116079486
JPN,Japan,2004,4,2004.75,2004-Q4,2.0087512,0.6975132354558411
JPN,Japan,2005,1,2005.0,2005-Q1,2.0530324,0.7193179196950226
JPN,Japan,2005,2,2005.25,2005-Q2,2.0150115,0.70062490257839
JPN,Japan,2005,3,2005.5,2005-Q3,2.032232,0.709134696427315
JPN,Japan,2005,4,2005.75,2005-Q4,2.0526147,0.7191144438524731
JPN,Japan,2006,1,2006.0,2006-Q1,2.0787859,0.7317840213698626
JPN,Japan,2006,2,2006.25,2006-Q2,2.0471213,0.716434562373426
JPN,Japan,2006,3,2006.5,2006-Q3,2.0344398,0.710220498442078
JPN,Japan,2006,4,2006.75,2006-Q4,2.0708609,0.7279644145372626
JPN,Japan,2007,1,2007.0,2007-Q1,2.1050038,0.7443172723583685
JPN,Japan,2007,2,2007.25,2007-Q2,2.0548742,0.7202146295293765
JPN,Japan,2007,3,2007.5,2007-Q3,2.0570874,0.7212910988299258
JPN,Japan,2007,4,2007.75,2007-Q4,2.0768785,0.7308660453494966
JPN,Japan,2008,1,2008.0,2008-Q1,2.1206896,0.7517413188097376
JPN,Japan,2008,2,2008.25,2008-Q2,2.052357,0.7189888887845353
JPN,Japan,2008,3,2008.5,2008-Q3,2.0501835,0.7179293013394613
JPN,Japan,2008,4,2008.75,2008-Q4,2.0040162,0.6951532670222798
JPN,Japan,2009,1,2009.0,2009-Q1,1.9349244,0.6600682559510601
JPN,Japan,2009,2,2009.25,2009-Q2,1.9634271,0.6746914667683777
JPN,Japan,2009,3,2009.5,2009-Q3,1.973815,0.6799682182810528
JPN,Japan,2009,4,2009.75,2009-Q4,2.0074241,0.6968523579048529
JPN,Japan,2010,1,2010.0,2010-Q1,2.0439291,0.7148739848514001
JPN,Japan,2010,2,2010.25,2010-Q2,2.0457518,0.7157653502978742
